experiment_id,imputation,features,scaler,feature_engineering,model,RMSE,MAPE,R2,model_path,label
E152,ffill,corr_top6,standard,policy_reaction,BiLSTM,0.1421651425656557,2.0626798182819424,0.9166855478703955,models/E152_BiLSTM.keras,Forward Fill + Top-6 Korelasi Pearson + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E112,ffill,all,minmax,policy_reaction,ARIMA,0.8977163487639678,14.04993110489085,-3.268462659997712,models/E112_ARIMA.pkl,"Forward Fill + Semua Fitur (12) + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E112,ffill,all,minmax,policy_reaction,VAR,inf,inf,-inf,,"Forward Fill + Semua Fitur (12) + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E112,ffill,all,minmax,policy_reaction,RF,0.2286740940927216,3.5301609023471445,0.7230335577557969,models/E112_RF.pkl,"Forward Fill + Semua Fitur (12) + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E112,ffill,all,minmax,policy_reaction,XGBoost,0.2206925485654917,3.1834143106372745,0.74203038370958,models/E112_XGBoost.pkl,"Forward Fill + Semua Fitur (12) + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E112,ffill,all,minmax,policy_reaction,LSTM,0.14409565647663247,1.8599373702616555,0.9144074682042803,models/E112_LSTM.keras,"Forward Fill + Semua Fitur (12) + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E112,ffill,all,minmax,policy_reaction,BiLSTM,0.14651975749388524,2.3129594184341293,0.9115034224674257,models/E112_BiLSTM.keras,"Forward Fill + Semua Fitur (12) + MinMaxScaler [0, 1] + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi"
E192,ffill,mutual_info,robust,policy_reaction,ARIMA,0.8977163487639678,14.04993110489085,-3.268462659997712,models/E192_ARIMA.pkl,Forward Fill + Mutual Info Top-7 + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E192,ffill,mutual_info,robust,policy_reaction,VAR,9.624819420466311,149.60556757730944,-489.6574506015009,models/E192_VAR.pkl,Forward Fill + Mutual Info Top-7 + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E192,ffill,mutual_info,robust,policy_reaction,RF,0.25720687045995466,4.046618827031287,0.64960463865748,models/E192_RF.pkl,Forward Fill + Mutual Info Top-7 + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E192,ffill,mutual_info,robust,policy_reaction,XGBoost,0.2001609862717029,2.8276279446146897,0.7877967249199979,models/E192_XGBoost.pkl,Forward Fill + Mutual Info Top-7 + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E192,ffill,mutual_info,robust,policy_reaction,LSTM,0.15751287131114558,2.456643390319191,0.8977257767787772,models/E192_LSTM.keras,Forward Fill + Mutual Info Top-7 + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E192,ffill,mutual_info,robust,policy_reaction,BiLSTM,0.2888001172190419,4.220898651811746,0.6561818308706189,models/E192_BiLSTM.keras,Forward Fill + Mutual Info Top-7 + RobustScaler (IQR) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E176,ffill,mutual_info,standard,policy_reaction,ARIMA,0.8977163487639678,14.04993110489085,-3.268462659997712,models/E176_ARIMA.pkl,Forward Fill + Mutual Info Top-7 + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E176,ffill,mutual_info,standard,policy_reaction,VAR,9.624819420466311,149.60556757730944,-489.6574506015009,models/E176_VAR.pkl,Forward Fill + Mutual Info Top-7 + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E176,ffill,mutual_info,standard,policy_reaction,RF,0.2577130072406409,4.043084986932645,0.6482242519339363,models/E176_RF.pkl,Forward Fill + Mutual Info Top-7 + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E176,ffill,mutual_info,standard,policy_reaction,XGBoost,0.20150482968584718,2.8520935087285655,0.784937773620671,models/E176_XGBoost.pkl,Forward Fill + Mutual Info Top-7 + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E176,ffill,mutual_info,standard,policy_reaction,LSTM,0.16755367328868534,2.319780750711822,0.8842710535071721,models/E176_LSTM.keras,Forward Fill + Mutual Info Top-7 + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
E176,ffill,mutual_info,standard,policy_reaction,BiLSTM,0.21302199665996813,3.2930084627327867,0.8129391105523571,models/E176_BiLSTM.keras,Forward Fill + Mutual Info Top-7 + StandardScaler (Z-Score) + Fungsi Reaksi Kebijakan (Taylor/ITF) + Persistensi
