experiment_id,RMSE_uji,RMSE_val,rank_uji,rank_val
E218,1.2492158688930837,1.8667021811592948,287,292
E026,1.249278079522703,1.8035285735801478,288,287
E226,1.2493896236340873,1.8672630310146525,289,294
E034,1.2494162412808332,1.803630782502285,290,288
E042,1.2494744985358641,1.8034288105880156,291,286
E335,1.254071832936459,1.5406024035862376,292,235
E319,1.254116043902081,1.5406861190818468,293,237
E327,1.2542584601174258,1.5406519534589678,294,236
E321,1.25901853922741,1.5671122314020116,295,241
E329,1.2590696405435,1.5671425766403944,296,242
E313,1.2595032717103964,1.5672397397703612,297,243
E314,1.2634431362942322,1.7904719182332756,298,283
E322,1.2634772482891576,1.7906789699053993,299,285
E330,1.263713058762971,1.7905333804540238,300,284
E236,1.2948226569632113,1.69201716883757,301,270
E228,1.2948571623304104,1.6918860657119394,302,268
E220,1.2953665259470766,1.69200481464804,303,269
E044,1.3071352635727909,1.6815249970877586,304,263
E028,1.307326992949833,1.6816675856819412,305,264
E036,1.307341039670622,1.681312841544648,306,262
E332,1.3173690776127747,1.6839296354937145,307,266
E316,1.3174497102366312,1.6841241179563204,308,267
E324,1.3175905365554363,1.683797742484833,309,265
E142,1.3998347588480908,1.6933948996124997,310,273
E134,1.3998347588480908,1.693389579669856,310,272
E126,1.3998347588480908,1.6932888120316758,310,271
E046,1.4039170763216922,1.7062666108757159,313,278
E030,1.404017144609508,1.7062412873605775,314,277
E038,1.404017144609508,1.7062912304996454,314,279
E230,1.4148090429780027,1.7231111724788115,316,282
E222,1.4148418157617095,1.7229519870812402,317,280
E238,1.4149603682248995,1.7230959820537302,318,281
E318,1.4372156132660872,1.704648662344301,319,274
E326,1.4372156132660872,1.7046987503382636,319,276
E334,1.4372190195319092,1.70467387696997,321,275
E252,1.5565155247900075,2.012702066336242,322,305
E244,1.5565907319515713,2.0128025076774936,323,306
E260,1.5565955236586935,2.01233553237281,324,304
E052,1.5911200353781907,2.033984343371685,325,312
E340,1.5911486827929635,2.027681034459804,326,309
E060,1.591149646912196,2.033908548993199,327,311
E068,1.5911727207632906,2.033607296908582,328,310
E348,1.5911901864433138,2.0276480221257445,329,308
E356,1.591209959132946,2.02726454157371,330,307
E242,1.8519297603514837,2.275523967663589,331,362
E250,1.852047712297337,2.276017100847901,332,363
E258,1.8525320549062338,2.2752211760063297,333,361
E066,1.8597003090609718,2.2237470551896417,334,343
E058,1.859896782252286,2.2246011372144707,335,345
E050,1.8599430649338475,2.2244956246067655,336,344
E338,1.8935355942889767,2.2653749335645728,337,356
E346,1.8937055867664163,2.265724756502636,338,357
E354,1.8939577072857998,2.2646804063076926,339,355
